CHỈ TIÊU,THỜI GIAN,GIÁ TRỊ,Mã Chứng Khoán
Tài Sản Dở Dang Dài Hạn,Q2 2017,50.69,PLA
Đầu Tư Dài Hạn,Q2 2017,"1,426.01",PLA
Tài Sản Dài Hạn Khác,Q2 2017,158.29,PLA
NỢ PHẢI TRẢ,Q2 2017,"7,586.83",PLA
Nợ Ngắn Hạn,Q2 2017,"6,720.98",PLA
Nợ Dài Hạn,Q2 2017,865.85,PLA
VỐN CHỦ SỞ HỮU,Q2 2017,"8,803.59",PLA
Vốn Và Các Quỹ,Q2 2017,"8,803.59",PLA
"Quỹ Khen Thưởng, Phúc Lợi (Trước 2010)",Q2 2017,0.00,PLA
LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,Q2 2017,0.00,PLA
TỔNG CỘNG NGUỒN VỐN,Q2 2017,"16,390.42",PLA
TỔNG TÀI SẢN,Q3 2017,"17,352.43",PLA
TÀI SẢN NGẮN HẠN,Q3 2017,"15,772.36",PLA
Tiền Và Tương Đương Tiền,Q3 2017,558.72,PLA
Giá Trị Thuần Đầu Tư Ngắn Hạn,Q3 2017,"15,013.49",PLA
Các Khoản Phải Thu,Q3 2017,50.01,PLA
"Hàng Tồn Kho, Ròng",Q3 2017,0.00,PLA
Tài Sản Lưu Động Khác,Q3 2017,150.13,PLA
TÀI SẢN DÀI HẠN,Q3 2017,"1,580.07",PLA
Phải Thu Dài Hạn,Q3 2017,0.00,PLA
Tài Sản Cố Định,Q3 2017,147.89,PLA
Giá Trị Ròng Tài Sản Đầu Tư,Q3 2017,254.01,PLA
Tài Sản Dở Dang Dài Hạn,Q3 2017,50.69,PLA
Đầu Tư Dài Hạn,Q3 2017,965.99,PLA
Tài Sản Dài Hạn Khác,Q3 2017,161.49,PLA
NỢ PHẢI TRẢ,Q3 2017,"8,449.83",PLA
Nợ Ngắn Hạn,Q3 2017,"7,818.49",PLA
Nợ Dài Hạn,Q3 2017,631.34,PLA
VỐN CHỦ SỞ HỮU,Q3 2017,"8,902.59",PLA
Vốn Và Các Quỹ,Q3 2017,"8,902.59",PLA
"Quỹ Khen Thưởng, Phúc Lợi (Trước 2010)",Q3 2017,0.00,PLA
LỢI ÍCH CỦA CỔ ĐÔNG THIỂU SỐ,Q3 2017,0.00,PLA
TỔNG CỘNG NGUỒN VỐN,Q3 2017,"17,352.43",PLA
TỔNG TÀI SẢN,Q4 2017,"18,764.38",PLA
TÀI SẢN NGẮN HẠN,Q4 2017,"17,227.98",PLA
Tiền Và Tương Đương Tiền,Q4 2017,345.99,PLA
Giá Trị Thuần Đầu Tư Ngắn Hạn,Q4 2017,"16,589.16",PLA
Các Khoản Phải Thu,Q4 2017,157.30,PLA
"Hàng Tồn Kho, Ròng",Q4 2017,0.00,PLA
