CHỈ TIÊU,THỜI GIAN,GIÁ TRỊ,Mã Chứng Khoán
"Thu Nhập Khác, Ròng",Q1 2022,0.03,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q1 2022,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q1 2022,-2.23,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q1 2022,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q1 2022,-2.23,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q1 2022,-0.07,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q1 2022,-2.15,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q1 2022,-22,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q1 2022,0,PTL
EBITDA,Q1 2022,-3.09,PTL
Doanh Số,Q2 2022,10.35,PTL
Các Khoản Giảm Trừ,Q2 2022,0.00,PTL
Doanh Số Thuần,Q2 2022,10.35,PTL
Giá Vốn Hàng Bán,Q2 2022,-8.33,PTL
Lãi Gộp,Q2 2022,2.02,PTL
Thu Nhập Tài Chính,Q2 2022,2.51,PTL
Chi Phí Tài Chính,Q2 2022,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q2 2022,0.00,PTL
Chi Phí Bán Hàng,Q2 2022,-0.22,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q2 2022,-7.09,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q2 2022,-2.78,PTL
"Thu Nhập Khác, Ròng",Q2 2022,0.40,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q2 2022,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q2 2022,-2.38,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q2 2022,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q2 2022,-2.38,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q2 2022,-0.12,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q2 2022,-2.26,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q2 2022,-23,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q2 2022,-23,PTL
EBITDA,Q2 2022,-4.13,PTL
Doanh Số,Q3 2022,17.05,PTL
Các Khoản Giảm Trừ,Q3 2022,0.00,PTL
Doanh Số Thuần,Q3 2022,17.05,PTL
Giá Vốn Hàng Bán,Q3 2022,-15.19,PTL
Lãi Gộp,Q3 2022,1.86,PTL
Thu Nhập Tài Chính,Q3 2022,-0.31,PTL
Chi Phí Tài Chính,Q3 2022,-39.21,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q3 2022,0.00,PTL
Chi Phí Bán Hàng,Q3 2022,-0.22,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q3 2022,-6.97,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q3 2022,-44.84,PTL
"Thu Nhập Khác, Ròng",Q3 2022,2.71,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q3 2022,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q3 2022,-42.13,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q3 2022,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2022,-42.13,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2022,-2.61,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2022,-39.53,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2022,-400,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2022,-400,PTL
EBITDA,Q3 2022,-3.88,PTL
Doanh Số,Q4 2022,10.56,PTL
Các Khoản Giảm Trừ,Q4 2022,0.00,PTL
Doanh Số Thuần,Q4 2022,10.56,PTL
Giá Vốn Hàng Bán,Q4 2022,-9.52,PTL
Lãi Gộp,Q4 2022,1.04,PTL
Thu Nhập Tài Chính,Q4 2022,0.95,PTL
Chi Phí Tài Chính,Q4 2022,-0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q4 2022,0.00,PTL
Chi Phí Bán Hàng,Q4 2022,-0.09,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q4 2022,-73.83,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q4 2022,-71.94,PTL
"Thu Nhập Khác, Ròng",Q4 2022,3.12,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q4 2022,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q4 2022,-68.81,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q4 2022,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q4 2022,-68.81,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q4 2022,-0.22,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q4 2022,-68.59,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q4 2022,-694,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q4 2022,0,PTL
EBITDA,Q4 2022,-71.65,PTL
Doanh Số,Q1 2023,7.10,PTL
Các Khoản Giảm Trừ,Q1 2023,0.00,PTL
Doanh Số Thuần,Q1 2023,7.10,PTL
Giá Vốn Hàng Bán,Q1 2023,-5.42,PTL
Lãi Gộp,Q1 2023,1.68,PTL
Thu Nhập Tài Chính,Q1 2023,1.54,PTL
Chi Phí Tài Chính,Q1 2023,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q1 2023,0.00,PTL
Chi Phí Bán Hàng,Q1 2023,0.00,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q1 2023,-3.51,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q1 2023,-0.29,PTL
"Thu Nhập Khác, Ròng",Q1 2023,0.07,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q1 2023,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q1 2023,-0.22,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q1 2023,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q1 2023,-0.22,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q1 2023,-0.07,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q1 2023,-0.15,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q1 2023,-2,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q1 2023,-2,PTL
EBITDA,Q1 2023,-0.43,PTL
Doanh Số,Q2 2023,3.09,PTL
Các Khoản Giảm Trừ,Q2 2023,0.00,PTL
Doanh Số Thuần,Q2 2023,3.09,PTL
Giá Vốn Hàng Bán,Q2 2023,-2.64,PTL
Lãi Gộp,Q2 2023,0.45,PTL
Thu Nhập Tài Chính,Q2 2023,1.51,PTL
Chi Phí Tài Chính,Q2 2023,-0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q2 2023,0.00,PTL
Chi Phí Bán Hàng,Q2 2023,-0.21,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q2 2023,-3.28,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q2 2023,-1.53,PTL
"Thu Nhập Khác, Ròng",Q2 2023,-0.60,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q2 2023,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q2 2023,-2.12,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q2 2023,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q2 2023,-2.12,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q2 2023,-0.08,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q2 2023,-2.05,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q2 2023,-20,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q2 2023,-20,PTL
EBITDA,Q2 2023,-1.77,PTL
Doanh Số,Q3 2023,3.35,PTL
Các Khoản Giảm Trừ,Q3 2023,0.00,PTL
Doanh Số Thuần,Q3 2023,3.35,PTL
Giá Vốn Hàng Bán,Q3 2023,-0.64,PTL
Lãi Gộp,Q3 2023,2.71,PTL
Thu Nhập Tài Chính,Q3 2023,1.00,PTL
Chi Phí Tài Chính,Q3 2023,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q3 2023,0.00,PTL
Chi Phí Bán Hàng,Q3 2023,-0.08,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q3 2023,-3.44,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q3 2023,0.20,PTL
"Thu Nhập Khác, Ròng",Q3 2023,0.16,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q3 2023,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q3 2023,0.35,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q3 2023,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2023,0.35,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2023,-0.04,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2023,0.40,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2023,4,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2023,4,PTL
EBITDA,Q3 2023,0.47,PTL
Doanh Số,Q4 2023,6.55,PTL
Các Khoản Giảm Trừ,Q4 2023,0.00,PTL
Doanh Số Thuần,Q4 2023,6.55,PTL
Giá Vốn Hàng Bán,Q4 2023,-1.25,PTL
Lãi Gộp,Q4 2023,5.30,PTL
Thu Nhập Tài Chính,Q4 2023,1.14,PTL
Chi Phí Tài Chính,Q4 2023,-0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q4 2023,0.00,PTL
Chi Phí Bán Hàng,Q4 2023,-0.06,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q4 2023,-2.62,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q4 2023,3.77,PTL
"Thu Nhập Khác, Ròng",Q4 2023,0.54,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q4 2023,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q4 2023,4.31,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q4 2023,-0.16,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q4 2023,4.15,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q4 2023,0.12,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q4 2023,4.03,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q4 2023,41,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q4 2023,41,PTL
EBITDA,Q4 2023,3.90,PTL
Doanh Số,Q1 2024,29.50,PTL
Các Khoản Giảm Trừ,Q1 2024,0.00,PTL
Doanh Số Thuần,Q1 2024,29.50,PTL
Giá Vốn Hàng Bán,Q1 2024,-24.26,PTL
Lãi Gộp,Q1 2024,5.24,PTL
Thu Nhập Tài Chính,Q1 2024,1.15,PTL
Chi Phí Tài Chính,Q1 2024,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q1 2024,0.00,PTL
Chi Phí Bán Hàng,Q1 2024,-0.05,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q1 2024,-2.84,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q1 2024,3.50,PTL
"Thu Nhập Khác, Ròng",Q1 2024,-0.07,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q1 2024,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q1 2024,3.43,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q1 2024,-0.10,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q1 2024,3.33,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q1 2024,-0.08,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q1 2024,3.41,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q1 2024,34,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q1 2024,34,PTL
EBITDA,Q1 2024,3.62,PTL
Doanh Số,Q2 2024,58.15,PTL
Các Khoản Giảm Trừ,Q2 2024,0.00,PTL
Doanh Số Thuần,Q2 2024,58.15,PTL
Giá Vốn Hàng Bán,Q2 2024,-16.24,PTL
Lãi Gộp,Q2 2024,41.92,PTL
Thu Nhập Tài Chính,Q2 2024,0.82,PTL
Chi Phí Tài Chính,Q2 2024,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q2 2024,0.00,PTL
Chi Phí Bán Hàng,Q2 2024,-0.15,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q2 2024,-8.61,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q2 2024,33.98,PTL
"Thu Nhập Khác, Ròng",Q2 2024,-45.95,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q2 2024,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q2 2024,-11.97,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q2 2024,-8.17,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q2 2024,-20.14,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q2 2024,11.21,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q2 2024,-31.35,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q2 2024,-316,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q2 2024,-316,PTL
EBITDA,Q2 2024,47.76,PTL
Doanh Số,Q3 2024,67.11,PTL
Các Khoản Giảm Trừ,Q3 2024,0.00,PTL
Doanh Số Thuần,Q3 2024,67.11,PTL
Giá Vốn Hàng Bán,Q3 2024,-64.64,PTL
Lãi Gộp,Q3 2024,2.47,PTL
Thu Nhập Tài Chính,Q3 2024,0.33,PTL
Chi Phí Tài Chính,Q3 2024,-1.14,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q3 2024,0.00,PTL
Chi Phí Bán Hàng,Q3 2024,0.00,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q3 2024,-14.53,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q3 2024,-12.87,PTL
"Thu Nhập Khác, Ròng",Q3 2024,-0.72,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q3 2024,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q3 2024,-13.59,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q3 2024,0.16,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2024,-13.44,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2024,-2.31,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2024,-11.13,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2024,-112,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2024,-112,PTL
EBITDA,Q3 2024,-10.54,PTL
Doanh Số,Q2 2017,10.86,PTL
Các Khoản Giảm Trừ,Q2 2017,0.00,PTL
Doanh Số Thuần,Q2 2017,10.86,PTL
Giá Vốn Hàng Bán,Q2 2017,-9.51,PTL
Lãi Gộp,Q2 2017,1.36,PTL
Thu Nhập Tài Chính,Q2 2017,1.76,PTL
Chi Phí Tài Chính,Q2 2017,-21.55,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q2 2017,0.00,PTL
Chi Phí Bán Hàng,Q2 2017,-0.09,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q2 2017,-7.88,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q2 2017,-26.40,PTL
"Thu Nhập Khác, Ròng",Q2 2017,0.79,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q2 2017,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q2 2017,-25.61,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q2 2017,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q2 2017,-25.61,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q2 2017,-0.18,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q2 2017,-25.43,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q2 2017,-257,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q2 2017,0,PTL
EBITDA,Q2 2017,-5.44,PTL
Doanh Số,Q3 2017,10.42,PTL
Các Khoản Giảm Trừ,Q3 2017,0.00,PTL
Doanh Số Thuần,Q3 2017,10.42,PTL
Giá Vốn Hàng Bán,Q3 2017,-8.05,PTL
Lãi Gộp,Q3 2017,2.37,PTL
Thu Nhập Tài Chính,Q3 2017,0.03,PTL
Chi Phí Tài Chính,Q3 2017,-0.22,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q3 2017,0.00,PTL
Chi Phí Bán Hàng,Q3 2017,-0.07,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q3 2017,-6.75,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q3 2017,-4.64,PTL
"Thu Nhập Khác, Ròng",Q3 2017,0.11,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q3 2017,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q3 2017,-4.52,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q3 2017,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2017,-4.52,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2017,-0.18,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2017,-4.35,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2017,-44,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2017,0,PTL
EBITDA,Q3 2017,-3.28,PTL
Doanh Số,Q4 2017,82.12,PTL
Các Khoản Giảm Trừ,Q4 2017,0.00,PTL
Doanh Số Thuần,Q4 2017,82.12,PTL
Giá Vốn Hàng Bán,Q4 2017,-69.27,PTL
Lãi Gộp,Q4 2017,12.85,PTL
Thu Nhập Tài Chính,Q4 2017,0.20,PTL
Chi Phí Tài Chính,Q4 2017,-8.07,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q4 2017,0.00,PTL
Chi Phí Bán Hàng,Q4 2017,-10.77,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q4 2017,-9.07,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q4 2017,-14.86,PTL
"Thu Nhập Khác, Ròng",Q4 2017,22.78,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q4 2017,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q4 2017,7.91,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q4 2017,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q4 2017,7.91,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q4 2017,-0.27,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q4 2017,8.18,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q4 2017,83,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q4 2017,0,PTL
EBITDA,Q4 2017,-4.34,PTL
Doanh Số,Q1 2018,17.81,PTL
Các Khoản Giảm Trừ,Q1 2018,0.00,PTL
Doanh Số Thuần,Q1 2018,17.81,PTL
Giá Vốn Hàng Bán,Q1 2018,-16.65,PTL
Lãi Gộp,Q1 2018,1.16,PTL
Thu Nhập Tài Chính,Q1 2018,38.09,PTL
Chi Phí Tài Chính,Q1 2018,-1.08,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q1 2018,0.00,PTL
Chi Phí Bán Hàng,Q1 2018,-0.21,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q1 2018,-6.70,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q1 2018,31.27,PTL
"Thu Nhập Khác, Ròng",Q1 2018,0.91,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q1 2018,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q1 2018,32.18,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q1 2018,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q1 2018,32.18,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q1 2018,0.00,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q1 2018,32.18,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q1 2018,325,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q1 2018,0,PTL
EBITDA,Q1 2018,-5.62,PTL
Doanh Số,Q2 2018,10.12,PTL
Các Khoản Giảm Trừ,Q2 2018,0.00,PTL
Doanh Số Thuần,Q2 2018,10.12,PTL
Giá Vốn Hàng Bán,Q2 2018,-9.57,PTL
Lãi Gộp,Q2 2018,0.55,PTL
Thu Nhập Tài Chính,Q2 2018,2.86,PTL
Chi Phí Tài Chính,Q2 2018,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q2 2018,0.00,PTL
Chi Phí Bán Hàng,Q2 2018,-9.48,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q2 2018,-6.51,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q2 2018,-12.57,PTL
"Thu Nhập Khác, Ròng",Q2 2018,-27.78,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q2 2018,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q2 2018,-40.35,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q2 2018,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q2 2018,-40.35,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q2 2018,-0.31,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q2 2018,-40.04,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q2 2018,-405,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q2 2018,0,PTL
EBITDA,Q2 2018,-13.27,PTL
Doanh Số,Q3 2018,10.02,PTL
Các Khoản Giảm Trừ,Q3 2018,0.00,PTL
Doanh Số Thuần,Q3 2018,10.02,PTL
Giá Vốn Hàng Bán,Q3 2018,-8.98,PTL
Lãi Gộp,Q3 2018,1.04,PTL
Thu Nhập Tài Chính,Q3 2018,2.74,PTL
Chi Phí Tài Chính,Q3 2018,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q3 2018,0.00,PTL
Chi Phí Bán Hàng,Q3 2018,0.00,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q3 2018,-5.18,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q3 2018,-1.39,PTL
"Thu Nhập Khác, Ròng",Q3 2018,0.25,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q3 2018,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q3 2018,-1.14,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q3 2018,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2018,-1.14,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2018,-0.05,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2018,-1.10,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2018,-11,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2018,0,PTL
EBITDA,Q3 2018,-2.98,PTL
Doanh Số,Q4 2018,10.41,PTL
Các Khoản Giảm Trừ,Q4 2018,0.00,PTL
Doanh Số Thuần,Q4 2018,10.41,PTL
Giá Vốn Hàng Bán,Q4 2018,-10.42,PTL
Lãi Gộp,Q4 2018,-0.01,PTL
Thu Nhập Tài Chính,Q4 2018,2.87,PTL
Chi Phí Tài Chính,Q4 2018,-0.03,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q4 2018,0.00,PTL
Chi Phí Bán Hàng,Q4 2018,-0.15,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q4 2018,-6.04,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q4 2018,-3.35,PTL
"Thu Nhập Khác, Ròng",Q4 2018,0.02,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q4 2018,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q4 2018,-3.33,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q4 2018,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q4 2018,-3.33,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q4 2018,-0.02,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q4 2018,-3.31,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q4 2018,-34,PTL
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q4 2018,0,PTL
EBITDA,Q4 2018,-5.05,PTL
Doanh Số,Q1 2019,10.53,PTL
Các Khoản Giảm Trừ,Q1 2019,0.00,PTL
Doanh Số Thuần,Q1 2019,10.53,PTL
Giá Vốn Hàng Bán,Q1 2019,-9.01,PTL
Lãi Gộp,Q1 2019,1.52,PTL
Thu Nhập Tài Chính,Q1 2019,2.51,PTL
Chi Phí Tài Chính,Q1 2019,0.00,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q1 2019,0.00,PTL
Chi Phí Bán Hàng,Q1 2019,0.00,PTL
Chi Phí Quản Lý Doanh Nghiệp,Q1 2019,-6.41,PTL
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q1 2019,-2.38,PTL
"Thu Nhập Khác, Ròng",Q1 2019,0.07,PTL
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q1 2019,0.00,PTL
Lãi/(Lỗ) Ròng Trước Thuế,Q1 2019,-2.31,PTL
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q1 2019,0.00,PTL
Lãi/(Lỗ) Thuần Sau Thuế,Q1 2019,-2.31,PTL
Lợi Ích Của Cổ Đông Thiểu Số,Q1 2019,-0.08,PTL
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q1 2019,-2.23,PTL
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q1 2019,-23,PTL
