CHỈ TIÊU,THỜI GIAN,GIÁ TRỊ,Mã Chứng Khoán
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2024,-6.63,API
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2024,0.02,API
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2024,-6.66,API
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2024,-79,API
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2024,0,API
EBITDA,Q3 2024,4.13,API
Doanh Số,Q3 2024,39.75,D11
Các Khoản Giảm Trừ,Q3 2024,0.00,D11
Doanh Số Thuần,Q3 2024,39.75,D11
Giá Vốn Hàng Bán,Q3 2024,-36.26,D11
Lãi Gộp,Q3 2024,3.49,D11
Thu Nhập Tài Chính,Q3 2024,1.44,D11
Chi Phí Tài Chính,Q3 2024,-2.16,D11
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Từ Năm 2015),Q3 2024,0.00,D11
Chi Phí Bán Hàng,Q3 2024,0.00,D11
Chi Phí Quản Lý Doanh Nghiệp,Q3 2024,-2.18,D11
Lãi/(Lỗ) Từ Hoạt Động Kinh Doanh,Q3 2024,0.59,D11
"Thu Nhập Khác, Ròng",Q3 2024,0.03,D11
Lãi/(Lỗ) Từ Công Ty Liên Doanh (Trước Năm 2015),Q3 2024,0.00,D11
Lãi/(Lỗ) Ròng Trước Thuế,Q3 2024,0.61,D11
Chi Phí Thuế Thu Nhập Doanh Nghiệp,Q3 2024,-0.09,D11
Lãi/(Lỗ) Thuần Sau Thuế,Q3 2024,0.52,D11
Lợi Ích Của Cổ Đông Thiểu Số,Q3 2024,0.00,D11
Lợi Nhuận Của Cổ Đông Của Công Ty Mẹ,Q3 2024,0.52,D11
Lãi Cơ Bản Trên Cổ Phiếu (VND),Q3 2024,71,D11
Lãi Trên Cổ Phiếu Pha Loãng (VND),Q3 2024,71,D11
EBITDA,Q3 2024,1.88,D11
